campaign_id,canvas_name,variant,channel,message_title,message_body,image_url,target_segment,sent_at,user_id,delivered,opened,clicked,converted,conversion_value,unsubscribed,_tone_truth
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000585,1,0,0,0,0,0,혜택
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000638,1,0,0,0,0,0,혜택
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000745,1,0,0,0,0,0,혜택
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000065,1,0,0,0,0,0,혜택
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000121,1,0,0,0,0,0,혜택
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000432,1,0,0,0,0,0,혜택
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000369,1,0,0,0,0,0,혜택
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000354,1,0,0,0,0,0,혜택
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000632,1,0,0,0,0,0,혜택
PUSH_CRM_R1_01_Champion,R1_혜택일괄_Champion,A,push,이번 주 플러스 할인 모아보기,이번 주만 최대 40% 할인 + 적립 2배. 놓치지 마세요.,https://cdn.example.com/img/benefit_265.jpg,Champion,2025-01-14,u_000303,1,0,0,0,0,0,혜택
