campaign_id,canvas_name,variant,channel,message_title,message_body,image_url,target_segment,sent_at,user_id,delivered,opened,clicked,converted,conversion_value,unsubscribed,_tone_truth
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000376,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000348,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000424,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000337,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000716,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000028,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000029,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000627,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000032,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000718,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000519,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000113,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000610,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000168,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000145,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000494,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000272,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000680,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000692,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000032,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000032,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000276,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000113,1,0,0,0,0,0,혜택
PUSH_CRM_R2_01_Champion,R2_VIP테스트_Champion,A,push,"지금 5,000원 적립금 받기","오늘 구매하시면 5,000원 즉시 적립! 플러스 멤버 한정 혜택이에요.",https://cdn.example.com/img/benefit_504.jpg,Champion,2025-02-09,u_000309,1,0,0,0,0,0,혜택
